,asset1,asset2,correlation
812,CSGP,VRSK,0.5016940282291025
71,ABNB,CRWD,0.501620303974292
818,CSX,LIN,0.5014876853431236
978,GOOG,PLTR,0.5014101127094184
664,CDNS,TSLA,0.5013904490097914
1252,META,NXPI,0.5012821815946917
1213,MCHP,ZS,0.5012310399176189
810,CSGP,TTD,0.5012166000932604
596,AXON,CDNS,0.5011563860257505
837,CTAS,MELI,0.5011136990806284
678,CDW,GFS,0.5010200346907047
595,AVGO,WDAY,0.5009793018455486
1302,MU,SBUX,0.5008891821636497
599,AXON,DASH,0.500871306956336
795,CSGP,DASH,0.5008270405155643
1332,NXPI,ZS,0.5007569437196105
1312,NVDA,SBUX,0.5007233493466329
109,ADBE,APP,0.5003960566427023
1142,LIN,NVDA,0.5002111609247785
194,ADI,MSTR,0.5001823991620058
1286,MSFT,SBUX,0.500100688352051
712,COST,LRCX,0.5000951097899445
856,CTSH,HON,0.5000162599416963
